Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Jordan Binnington (13678944),Jordan Binnington,13678944,G,8400,CLS@STL 11/01/2019 08:00PM ET,STL,15.68
G,Jake Allen (13678960),Jake Allen,13678960,G,8200,CLS@STL 11/01/2019 08:00PM ET,STL,4.75
G,Philipp Grubauer (13678945),Philipp Grubauer,13678945,G,8200,DAL@COL 11/01/2019 09:00PM ET,COL,16.7
LW,Alex Ovechkin (13678140),Alex Ovechkin,13678140,W/UTIL,8100,BUF@WAS 11/01/2019 07:00PM ET,WAS,19.41
G,Braden Holtby (13678946),Braden Holtby,13678946,G,8100,BUF@WAS 11/01/2019 07:00PM ET,WAS,10.99
G,Petr Mrazek (13678947),Petr Mrazek,13678947,G,8000,DET@CAR 11/01/2019 07:30PM ET,CAR,14.68
C,Nathan MacKinnon (13677890),Nathan MacKinnon,13677890,C/UTIL,8000,DAL@COL 11/01/2019 09:00PM ET,COL,16.45
G,Pavel Francouz (13678961),Pavel Francouz,13678961,G,8000,DAL@COL 11/01/2019 09:00PM ET,COL,19
G,Ilya Samsonov (13678962),Ilya Samsonov,13678962,G,7900,BUF@WAS 11/01/2019 07:00PM ET,WAS,14.04
G,Andrei Vasilevskiy (13678949),Andrei Vasilevskiy,13678949,G,7900,TB@NYI 11/01/2019 07:00PM ET,TB,15.72
G,James Reimer (13678963),James Reimer,13678963,G,7800,DET@CAR 11/01/2019 07:30PM ET,CAR,13.5
G,Martin Jones (13678948),Martin Jones,13678948,G,7800,WPG@SJ 11/01/2019 10:30PM ET,SJ,9
G,John Gibson (13678950),John Gibson,13678950,G,7700,VAN@ANH 11/01/2019 10:00PM ET,ANH,15.19
G,Curtis McElhinney (13678966),Curtis McElhinney,13678966,G,7700,TB@NYI 11/01/2019 07:00PM ET,TB,15.78
G,Carter Hart (13678951),Carter Hart,13678951,G,7600,PHI@NJ 11/01/2019 07:00PM ET,PHI,4.97
G,Aaron Dell (13678964),Aaron Dell,13678964,G,7600,WPG@SJ 11/01/2019 10:30PM ET,SJ,9.16
G,Semyon Varlamov (13678952),Semyon Varlamov,13678952,G,7600,TB@NYI 11/01/2019 07:00PM ET,NYI,14.65
G,Thomas Greiss (13678965),Thomas Greiss,13678965,G,7600,TB@NYI 11/01/2019 07:00PM ET,NYI,16.9
C,Jack Eichel (13677892),Jack Eichel,13677892,C/UTIL,7500,BUF@WAS 11/01/2019 07:00PM ET,BUF,16.22
RW,Brock Boeser (13678142),Brock Boeser,13678142,W/UTIL,7500,VAN@ANH 11/01/2019 10:00PM ET,VAN,14.12
G,Jacob Markstrom (13678953),Jacob Markstrom,13678953,G,7500,VAN@ANH 11/01/2019 10:00PM ET,VAN,15.42
G,Thatcher Demko (13678967),Thatcher Demko,13678967,G,7500,VAN@ANH 11/01/2019 10:00PM ET,VAN,17.98
G,Ryan Miller (13678968),Ryan Miller,13678968,G,7500,VAN@ANH 11/01/2019 10:00PM ET,ANH,16.48
LW,Taylor Hall (13678144),Taylor Hall,13678144,W/UTIL,7400,PHI@NJ 11/01/2019 07:00PM ET,NJ,11.69
G,MacKenzie Blackwood (13678954),MacKenzie Blackwood,13678954,G,7400,PHI@NJ 11/01/2019 07:00PM ET,NJ,6.95
G,Cory Schneider (13678969),Cory Schneider,13678969,G,7400,PHI@NJ 11/01/2019 07:00PM ET,NJ,2.08
G,Brian Elliott (13678970),Brian Elliott,13678970,G,7400,PHI@NJ 11/01/2019 07:00PM ET,PHI,10.5
D,John Carlson (13678584),John Carlson,13678584,D/UTIL,7300,BUF@WAS 11/01/2019 07:00PM ET,WAS,18.34
G,Carter Hutton (13678956),Carter Hutton,13678956,G,7300,BUF@WAS 11/01/2019 07:00PM ET,BUF,18.4
RW,Mikko Rantanen (13678146),Mikko Rantanen,13678146,W/UTIL,7300,DAL@COL 11/01/2019 09:00PM ET,COL,14
G,Connor Hellebuyck (13678955),Connor Hellebuyck,13678955,G,7300,WPG@SJ 11/01/2019 10:30PM ET,WPG,15.92
LW,Jeff Skinner (13678148),Jeff Skinner,13678148,W/UTIL,7200,BUF@WAS 11/01/2019 07:00PM ET,BUF,13.52
G,Ben Bishop (13678957),Ben Bishop,13678957,G,7200,DAL@COL 11/01/2019 09:00PM ET,DAL,11.75
C,Elias Pettersson (13677894),Elias Pettersson,13677894,C/UTIL,7200,VAN@ANH 11/01/2019 10:00PM ET,VAN,13.83
G,Linus Ullmark (13678972),Linus Ullmark,13678972,G,7100,BUF@WAS 11/01/2019 07:00PM ET,BUF,22.28
LW,J.T. Miller (13678150),J.T. Miller,13678150,W/UTIL,7100,VAN@ANH 11/01/2019 10:00PM ET,VAN,12.98
G,Laurent Brossoit (13678971),Laurent Brossoit,13678971,G,7100,WPG@SJ 11/01/2019 10:30PM ET,WPG,4.35
G,Jimmy Howard (13678958),Jimmy Howard,13678958,G,7000,DET@CAR 11/01/2019 07:30PM ET,DET,14.2
G,Anton Khudobin (13678973),Anton Khudobin,13678973,G,7000,DAL@COL 11/01/2019 09:00PM ET,DAL,10.26
C,Steven Stamkos (13677896),Steven Stamkos,13677896,C/UTIL,7000,TB@NYI 11/01/2019 07:00PM ET,TB,12.36
RW,Nikita Kucherov (13678152),Nikita Kucherov,13678152,W/UTIL,7000,TB@NYI 11/01/2019 07:00PM ET,TB,10.93
G,Joonas Korpisalo (13678959),Joonas Korpisalo,13678959,G,6900,CLS@STL 11/01/2019 08:00PM ET,CLS,9.66
LW,Gabriel Landeskog (13678154),Gabriel Landeskog,13678154,W/UTIL,6900,DAL@COL 11/01/2019 09:00PM ET,COL,8.94
G,Jonathan Bernier (13678974),Jonathan Bernier,13678974,G,6800,DET@CAR 11/01/2019 07:30PM ET,DET,9.48
C,Bo Horvat (13677898),Bo Horvat,13677898,C/UTIL,6800,VAN@ANH 11/01/2019 10:00PM ET,VAN,13.43
D,Alexander Edler (13678586),Alexander Edler,13678586,D/UTIL,6800,VAN@ANH 11/01/2019 10:00PM ET,VAN,14.34
LW,Evander Kane (13678156),Evander Kane,13678156,W/UTIL,6800,WPG@SJ 11/01/2019 10:30PM ET,SJ,15.92
G,Elvis Merzlikins (13678975),Elvis Merzlikins,13678975,G,6700,CLS@STL 11/01/2019 08:00PM ET,CLS,8.13
LW,Nikolaj Ehlers (13678158),Nikolaj Ehlers,13678158,W/UTIL,6700,WPG@SJ 11/01/2019 10:30PM ET,WPG,13.3
LW,James van Riemsdyk (13678160),James van Riemsdyk,13678160,W/UTIL,6600,PHI@NJ 11/01/2019 07:00PM ET,PHI,11.4
C,Tyler Seguin (13677900),Tyler Seguin,13677900,C/UTIL,6600,DAL@COL 11/01/2019 09:00PM ET,DAL,10.12
D,Brent Burns (13678588),Brent Burns,13678588,D/UTIL,6600,WPG@SJ 11/01/2019 10:30PM ET,SJ,12.48
RW,Travis Konecny (13678164),Travis Konecny,13678164,W/UTIL,6500,PHI@NJ 11/01/2019 07:00PM ET,PHI,11.84
G,Evan Cormier (13678984),Evan Cormier,13678984,G,6500,PHI@NJ 11/01/2019 07:00PM ET,NJ,0
G,Alex Lyon (13678986),Alex Lyon,13678986,G,6500,PHI@NJ 11/01/2019 07:00PM ET,PHI,0
G,J-F Berube (13678987),J-F Berube,13678987,G,6500,PHI@NJ 11/01/2019 07:00PM ET,PHI,0
G,Pheonix Copley (13678983),Pheonix Copley,13678983,G,6500,BUF@WAS 11/01/2019 07:00PM ET,WAS,0
G,Andrew Hammond (13678997),Andrew Hammond,13678997,G,6500,BUF@WAS 11/01/2019 07:00PM ET,BUF,0
G,Jonas Johansson (13678998),Jonas Johansson,13678998,G,6500,BUF@WAS 11/01/2019 07:00PM ET,BUF,0
C,Dylan Larkin (13677902),Dylan Larkin,13677902,C/UTIL,6500,DET@CAR 11/01/2019 07:30PM ET,DET,11.96
G,Anton Forsberg (13678988),Anton Forsberg,13678988,G,6500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
G,Callum Booth (13678989),Callum Booth,13678989,G,6500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
G,Jeremy Helvig (13678990),Jeremy Helvig,13678990,G,6500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
G,Alex Nedeljkovic (13678991),Alex Nedeljkovic,13678991,G,6500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
G,Calvin Pickard (13678996),Calvin Pickard,13678996,G,6500,DET@CAR 11/01/2019 07:30PM ET,DET,0
G,Matiss Kivlenieks (13678978),Matiss Kivlenieks,13678978,G,6500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
G,Veini Vehvilainen (13678979),Veini Vehvilainen,13678979,G,6500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
G,Ville Husso (13678980),Ville Husso,13678980,G,6500,CLS@STL 11/01/2019 08:00PM ET,STL,0
G,Antoine Bibeau (13678976),Antoine Bibeau,13678976,G,6500,DAL@COL 11/01/2019 09:00PM ET,COL,0
G,Adam Werner (13678977),Adam Werner,13678977,G,6500,DAL@COL 11/01/2019 09:00PM ET,COL,0
G,Landon Bow (13678999),Landon Bow,13678999,G,6500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
G,Michael DiPietro (13678981),Michael DiPietro,13678981,G,6500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
G,Zane McIntyre (13678982),Zane McIntyre,13678982,G,6500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
G,Kevin Boyle (13678985),Kevin Boyle,13678985,G,6500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
RW,Patrik Laine (13678162),Patrik Laine,13678162,W/UTIL,6500,WPG@SJ 11/01/2019 10:30PM ET,WPG,12.41
G,Mikhail Berdin (13678993),Mikhail Berdin,13678993,G,6500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
G,Christopher Gibson (13678992),Christopher Gibson,13678992,G,6500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
G,Louis Domingue (13678994),Louis Domingue,13678994,G,6500,TB@NYI 11/01/2019 07:00PM ET,TB,0
G,Zach Fucale (13678995),Zach Fucale,13678995,G,6500,TB@NYI 11/01/2019 07:00PM ET,TB,0
RW,Vladimir Tarasenko (13678166),Vladimir Tarasenko,13678166,W/UTIL,6400,CLS@STL 11/01/2019 08:00PM ET,STL,11.76
D,Alex Pietrangelo (13678590),Alex Pietrangelo,13678590,D/UTIL,6400,CLS@STL 11/01/2019 08:00PM ET,STL,11.82
C,Brayden Point (13677904),Brayden Point,13677904,C/UTIL,6400,TB@NYI 11/01/2019 07:00PM ET,TB,12.38
C,Claude Giroux (13677906),Claude Giroux,13677906,C/UTIL,6300,PHI@NJ 11/01/2019 07:00PM ET,PHI,10.29
RW,Kyle Palmieri (13678168),Kyle Palmieri,13678168,W/UTIL,6300,PHI@NJ 11/01/2019 07:00PM ET,NJ,12.12
RW,Anthony Mantha (13678170),Anthony Mantha,13678170,W/UTIL,6200,DET@CAR 11/01/2019 07:30PM ET,DET,14.62
D,Dougie Hamilton (13678592),Dougie Hamilton,13678592,D/UTIL,6200,DET@CAR 11/01/2019 07:30PM ET,CAR,15.24
C,Mark Scheifele (13677908),Mark Scheifele,13677908,C/UTIL,6200,WPG@SJ 11/01/2019 10:30PM ET,WPG,10.27
C,Sebastian Aho (13677910),Sebastian Aho,13677910,C/UTIL,6100,DET@CAR 11/01/2019 07:30PM ET,CAR,9.08
LW,Kyle Connor (13678172),Kyle Connor,13678172,W/UTIL,6100,WPG@SJ 11/01/2019 10:30PM ET,WPG,11
D,Victor Hedman (13678594),Victor Hedman,13678594,D/UTIL,6100,TB@NYI 11/01/2019 07:00PM ET,TB,9.58
LW,Alexander Radulov (13678174),Alexander Radulov,13678174,W/UTIL,6000,DAL@COL 11/01/2019 09:00PM ET,DAL,9.85
C,Ryan Getzlaf (13677912),Ryan Getzlaf,13677912,C/UTIL,6000,VAN@ANH 11/01/2019 10:00PM ET,ANH,10.71
LW,Andrei Svechnikov (13678176),Andrei Svechnikov,13678176,W/UTIL,5900,DET@CAR 11/01/2019 07:30PM ET,CAR,11.19
RW,David Perron (13678178),David Perron,13678178,W/UTIL,5900,CLS@STL 11/01/2019 08:00PM ET,STL,10.87
D,Seth Jones (13678596),Seth Jones,13678596,D/UTIL,5900,CLS@STL 11/01/2019 08:00PM ET,CLS,10.58
C,Mathew Barzal (13677914),Mathew Barzal,13677914,C/UTIL,5900,TB@NYI 11/01/2019 07:00PM ET,NYI,11.13
C,Brayden Schenn (13677916),Brayden Schenn,13677916,C/UTIL,5800,CLS@STL 11/01/2019 08:00PM ET,STL,11.28
RW,Blake Wheeler (13678180),Blake Wheeler,13678180,W/UTIL,5800,WPG@SJ 11/01/2019 10:30PM ET,WPG,10.44
RW,T.J. Oshie (13678182),T.J. Oshie,13678182,W/UTIL,5700,BUF@WAS 11/01/2019 07:00PM ET,WAS,10.27
D,Josh Morrissey (13678598),Josh Morrissey,13678598,D/UTIL,5700,WPG@SJ 11/01/2019 10:30PM ET,WPG,9.83
C,Brock Nelson (13677918),Brock Nelson,13677918,C/UTIL,5700,TB@NYI 11/01/2019 07:00PM ET,NYI,12.71
C,Nicklas Backstrom (13677920),Nicklas Backstrom,13677920,C/UTIL,5600,BUF@WAS 11/01/2019 07:00PM ET,WAS,9.59
LW,Nazem Kadri (13678184),Nazem Kadri,13678184,W/UTIL,5600,DAL@COL 11/01/2019 09:00PM ET,COL,8.52
D,Dustin Byfuglien (13678600),Dustin Byfuglien,13678600,D/UTIL,5600,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
C,Sean Couturier (13677922),Sean Couturier,13677922,C/UTIL,5500,PHI@NJ 11/01/2019 07:00PM ET,PHI,8.86
RW,Sam Reinhart (13678186),Sam Reinhart,13678186,W/UTIL,5500,BUF@WAS 11/01/2019 07:00PM ET,BUF,9.42
D,Rasmus Dahlin (13678602),Rasmus Dahlin,13678602,D/UTIL,5500,BUF@WAS 11/01/2019 07:00PM ET,BUF,7.92
LW,Victor Olofsson (13678190),Victor Olofsson,13678190,W/UTIL,5400,BUF@WAS 11/01/2019 07:00PM ET,BUF,8.99
C,Pierre-Luc Dubois (13677924),Pierre-Luc Dubois,13677924,C/UTIL,5400,CLS@STL 11/01/2019 08:00PM ET,CLS,10.14
RW,Cam Atkinson (13678188),Cam Atkinson,13678188,W/UTIL,5400,CLS@STL 11/01/2019 08:00PM ET,CLS,11.49
D,Erik Karlsson (13678604),Erik Karlsson,13678604,D/UTIL,5400,WPG@SJ 11/01/2019 10:30PM ET,SJ,9.51
RW,Jakub Voracek (13678192),Jakub Voracek,13678192,W/UTIL,5300,PHI@NJ 11/01/2019 07:00PM ET,PHI,9.81
C,Tomas Hertl (13677926),Tomas Hertl,13677926,C/UTIL,5300,WPG@SJ 11/01/2019 10:30PM ET,SJ,10.06
D,Mikhail Sergachev (13678606),Mikhail Sergachev,13678606,D/UTIL,5300,TB@NYI 11/01/2019 07:00PM ET,TB,8.82
LW,Oskar Lindblom (13678194),Oskar Lindblom,13678194,W/UTIL,5200,PHI@NJ 11/01/2019 07:00PM ET,PHI,9.46
C,Evgeny Kuznetsov (13677928),Evgeny Kuznetsov,13677928,C/UTIL,5200,BUF@WAS 11/01/2019 07:00PM ET,WAS,10.13
D,Cale Makar (13678608),Cale Makar,13678608,D/UTIL,5200,DAL@COL 11/01/2019 09:00PM ET,COL,8.72
LW,Tyler Bertuzzi (13678196),Tyler Bertuzzi,13678196,W/UTIL,5100,DET@CAR 11/01/2019 07:30PM ET,DET,10.09
C,Ryan O'Reilly (13677930),Ryan O'Reilly,13677930,C/UTIL,5100,CLS@STL 11/01/2019 08:00PM ET,STL,9.84
RW,Jakob Silfverberg (13678198),Jakob Silfverberg,13678198,W/UTIL,5100,VAN@ANH 11/01/2019 10:00PM ET,ANH,9.33
RW,Wayne Simmonds (13678202),Wayne Simmonds,13678202,W/UTIL,5000,PHI@NJ 11/01/2019 07:00PM ET,NJ,8.82
D,Sami Vatanen (13678612),Sami Vatanen,13678612,D/UTIL,5000,PHI@NJ 11/01/2019 07:00PM ET,NJ,9.39
C,Erik Haula (13677932),Erik Haula,13677932,C/UTIL,5000,DET@CAR 11/01/2019 07:30PM ET,CAR,10.48
RW,Joonas Donskoi (13678200),Joonas Donskoi,13678200,W/UTIL,5000,DAL@COL 11/01/2019 09:00PM ET,COL,8.21
D,Kevin Shattenkirk (13678610),Kevin Shattenkirk,13678610,D/UTIL,5000,TB@NYI 11/01/2019 07:00PM ET,TB,11.22
LW,Jakub Vrana (13678206),Jakub Vrana,13678206,W/UTIL,4900,BUF@WAS 11/01/2019 07:00PM ET,WAS,8.46
RW,Teuvo Teravainen (13678204),Teuvo Teravainen,13678204,W/UTIL,4900,DET@CAR 11/01/2019 07:30PM ET,CAR,9.16
D,Miro Heiskanen (13678614),Miro Heiskanen,13678614,D/UTIL,4900,DAL@COL 11/01/2019 09:00PM ET,DAL,9.24
D,Quinn Hughes (13678616),Quinn Hughes,13678616,D/UTIL,4900,VAN@ANH 11/01/2019 10:00PM ET,VAN,7.05
C,Logan Couture (13677934),Logan Couture,13677934,C/UTIL,4900,WPG@SJ 11/01/2019 10:30PM ET,SJ,8.62
D,Jaccob Slavin (13678620),Jaccob Slavin,13678620,D/UTIL,4800,DET@CAR 11/01/2019 07:30PM ET,CAR,10.33
C,Adam Henrique (13677936),Adam Henrique,13677936,C/UTIL,4800,VAN@ANH 11/01/2019 10:00PM ET,ANH,9.48
RW,Kevin Labanc (13678208),Kevin Labanc,13678208,W/UTIL,4800,WPG@SJ 11/01/2019 10:30PM ET,SJ,8.38
RW,Tyler Johnson (13678210),Tyler Johnson,13678210,W/UTIL,4800,TB@NYI 11/01/2019 07:00PM ET,TB,8.63
D,Johnny Boychuk (13678618),Johnny Boychuk,13678618,D/UTIL,4800,TB@NYI 11/01/2019 07:00PM ET,NYI,10.41
C,Jack Hughes (13677938),Jack Hughes,13677938,C/UTIL,4700,PHI@NJ 11/01/2019 07:00PM ET,NJ,6.89
RW,Tom Wilson (13678216),Tom Wilson,13678216,W/UTIL,4700,BUF@WAS 11/01/2019 07:00PM ET,WAS,8.71
D,Filip Hronek (13678622),Filip Hronek,13678622,D/UTIL,4700,DET@CAR 11/01/2019 07:30PM ET,DET,9.28
D,Zach Werenski (13678624),Zach Werenski,13678624,D/UTIL,4700,CLS@STL 11/01/2019 08:00PM ET,CLS,9.12
LW,Jamie Benn (13678214),Jamie Benn,13678214,W/UTIL,4700,DAL@COL 11/01/2019 09:00PM ET,DAL,7.27
RW,Joe Pavelski (13678218),Joe Pavelski,13678218,W/UTIL,4700,DAL@COL 11/01/2019 09:00PM ET,DAL,5.93
D,John Klingberg (13678626),John Klingberg,13678626,D/UTIL,4700,DAL@COL 11/01/2019 09:00PM ET,DAL,7.2
LW,Tanner Pearson (13678212),Tanner Pearson,13678212,W/UTIL,4700,VAN@ANH 11/01/2019 10:00PM ET,VAN,8.64
D,Ryan Pulock (13678628),Ryan Pulock,13678628,D/UTIL,4700,TB@NYI 11/01/2019 07:00PM ET,NYI,8.71
D,P.K. Subban (13678630),P.K. Subban,13678630,D/UTIL,4600,PHI@NJ 11/01/2019 07:00PM ET,NJ,7.46
C,Lars Eller (13677940),Lars Eller,13677940,C/UTIL,4600,BUF@WAS 11/01/2019 07:00PM ET,WAS,8.55
D,Brett Pesce (13678632),Brett Pesce,13678632,D/UTIL,4600,DET@CAR 11/01/2019 07:30PM ET,CAR,8.88
D,Hampus Lindholm (13678634),Hampus Lindholm,13678634,D/UTIL,4600,VAN@ANH 11/01/2019 10:00PM ET,ANH,8.69
LW,Anders Lee (13678220),Anders Lee,13678220,W/UTIL,4600,TB@NYI 11/01/2019 07:00PM ET,NYI,7.03
LW,Ondrej Palat (13678222),Ondrej Palat,13678222,W/UTIL,4600,TB@NYI 11/01/2019 07:00PM ET,TB,9.75
C,Kevin Hayes (13677942),Kevin Hayes,13677942,C/UTIL,4500,PHI@NJ 11/01/2019 07:00PM ET,PHI,9.78
D,Michal Kempny (13678636),Michal Kempny,13678636,D/UTIL,4500,BUF@WAS 11/01/2019 07:00PM ET,WAS,10.33
RW,Timo Meier (13678226),Timo Meier,13678226,W/UTIL,4500,WPG@SJ 11/01/2019 10:30PM ET,SJ,7.58
D,Neal Pionk (13678638),Neal Pionk,13678638,D/UTIL,4500,WPG@SJ 11/01/2019 10:30PM ET,WPG,8.43
RW,Josh Bailey (13678224),Josh Bailey,13678224,W/UTIL,4500,TB@NYI 11/01/2019 07:00PM ET,NYI,7.71
C,Roope Hintz (13677944),Roope Hintz,13677944,C/UTIL,4400,DAL@COL 11/01/2019 09:00PM ET,DAL,7.76
LW,Rickard Rakell (13678230),Rickard Rakell,13678230,W/UTIL,4400,VAN@ANH 11/01/2019 10:00PM ET,ANH,8.66
D,Nick Leddy (13678640),Nick Leddy,13678640,D/UTIL,4400,TB@NYI 11/01/2019 07:00PM ET,NYI,8.45
D,Ivan Provorov (13678642),Ivan Provorov,13678642,D/UTIL,4300,PHI@NJ 11/01/2019 07:00PM ET,PHI,8.22
LW,Jaden Schwartz (13678228),Jaden Schwartz,13678228,W/UTIL,4300,CLS@STL 11/01/2019 08:00PM ET,STL,7.85
C,Brandon Sutter (13677946),Brandon Sutter,13677946,C/UTIL,4300,VAN@ANH 11/01/2019 10:00PM ET,VAN,7.88
D,Devon Toews (13678644),Devon Toews,13678644,D/UTIL,4300,TB@NYI 11/01/2019 07:00PM ET,NYI,8.74
D,Rasmus Ristolainen (13678648),Rasmus Ristolainen,13678648,D/UTIL,4200,BUF@WAS 11/01/2019 07:00PM ET,BUF,7.63
D,Colton Parayko (13678646),Colton Parayko,13678646,D/UTIL,4200,CLS@STL 11/01/2019 08:00PM ET,STL,8.43
LW,Andre Burakovsky (13678232),Andre Burakovsky,13678232,W/UTIL,4200,DAL@COL 11/01/2019 09:00PM ET,COL,9.19
C,Bryan Little (13677948),Bryan Little,13677948,C/UTIL,4200,WPG@SJ 11/01/2019 10:30PM ET,WPG,11.52
D,Jake McCabe (13678650),Jake McCabe,13678650,D/UTIL,4100,BUF@WAS 11/01/2019 07:00PM ET,BUF,8.32
C,Jordan Staal (13677950),Jordan Staal,13677950,C/UTIL,4100,DET@CAR 11/01/2019 07:30PM ET,CAR,5.96
LW,Ryan Dzingel (13678236),Ryan Dzingel,13678236,W/UTIL,4100,DET@CAR 11/01/2019 07:30PM ET,CAR,7.25
D,Mike Green (13678652),Mike Green,13678652,D/UTIL,4100,DET@CAR 11/01/2019 07:30PM ET,DET,7.89
D,Justin Faulk (13678654),Justin Faulk,13678654,D/UTIL,4100,CLS@STL 11/01/2019 08:00PM ET,STL,6.26
LW,Anthony Beauvillier (13678234),Anthony Beauvillier,13678234,W/UTIL,4100,TB@NYI 11/01/2019 07:00PM ET,NYI,7.26
C,Nico Hischier (13677952),Nico Hischier,13677952,C/UTIL,4000,PHI@NJ 11/01/2019 07:00PM ET,NJ,5.42
LW,Andreas Athanasiou (13678242),Andreas Athanasiou,13678242,W/UTIL,4000,DET@CAR 11/01/2019 07:30PM ET,DET,5.11
LW,Nino Niederreiter (13678244),Nino Niederreiter,13678244,W/UTIL,4000,DET@CAR 11/01/2019 07:30PM ET,CAR,5.47
D,Danny DeKeyser (13678658),Danny DeKeyser,13678658,D/UTIL,4000,DET@CAR 11/01/2019 07:30PM ET,DET,9.18
RW,J.T. Compher (13678240),J.T. Compher,13678240,W/UTIL,4000,DAL@COL 11/01/2019 09:00PM ET,COL,5.99
D,Cam Fowler (13678656),Cam Fowler,13678656,D/UTIL,4000,VAN@ANH 11/01/2019 10:00PM ET,ANH,7.34
LW,Patrick Marleau (13678238),Patrick Marleau,13678238,W/UTIL,4000,WPG@SJ 11/01/2019 10:30PM ET,SJ,7.17
RW,Jordan Eberle (13678246),Jordan Eberle,13678246,W/UTIL,4000,TB@NYI 11/01/2019 07:00PM ET,NYI,6.56
LW,Blake Coleman (13678250),Blake Coleman,13678250,W/UTIL,3900,PHI@NJ 11/01/2019 07:00PM ET,NJ,7.41
D,Shayne Gostisbehere (13678660),Shayne Gostisbehere,13678660,D/UTIL,3900,PHI@NJ 11/01/2019 07:00PM ET,PHI,6.63
C,Marcus Johansson (13677954),Marcus Johansson,13677954,C/UTIL,3900,BUF@WAS 11/01/2019 07:00PM ET,BUF,6.28
LW,Nick Foligno (13678248),Nick Foligno,13678248,W/UTIL,3900,CLS@STL 11/01/2019 08:00PM ET,CLS,6.89
RW,Ondrej Kase (13678252),Ondrej Kase,13678252,W/UTIL,3900,VAN@ANH 11/01/2019 10:00PM ET,ANH,6.68
C,Nolan Patrick (13677956),Nolan Patrick,13677956,C/UTIL,3800,PHI@NJ 11/01/2019 07:00PM ET,PHI,0
D,Matt Niskanen (13678662),Matt Niskanen,13678662,D/UTIL,3800,PHI@NJ 11/01/2019 07:00PM ET,PHI,7.6
RW,Josh Anderson (13678254),Josh Anderson,13678254,W/UTIL,3800,CLS@STL 11/01/2019 08:00PM ET,CLS,6.8
D,Ryan Murray (13678670),Ryan Murray,13678670,D/UTIL,3800,CLS@STL 11/01/2019 08:00PM ET,CLS,8.68
D,Erik Johnson (13678664),Erik Johnson,13678664,D/UTIL,3800,DAL@COL 11/01/2019 09:00PM ET,COL,7.59
D,Ian Cole (13678668),Ian Cole,13678668,D/UTIL,3800,DAL@COL 11/01/2019 09:00PM ET,COL,8.44
D,Tyler Myers (13678666),Tyler Myers,13678666,D/UTIL,3800,VAN@ANH 11/01/2019 10:00PM ET,VAN,6.39
LW,Pavel Zacha (13678256),Pavel Zacha,13678256,W/UTIL,3700,PHI@NJ 11/01/2019 07:00PM ET,NJ,7.4
D,Radko Gudas (13678674),Radko Gudas,13678674,D/UTIL,3700,BUF@WAS 11/01/2019 07:00PM ET,WAS,7.15
