Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Christoffer Ehn (13678406),Christoffer Ehn,13678406,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,1.24
LW,Brock McGinn (13678418),Brock McGinn,13678418,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,3.81
RW,Brian Gibbons (13678420),Brian Gibbons,13678420,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,1.78
RW,Julien Gauthier (13678464),Julien Gauthier,13678464,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
LW,Max McCormick (13678466),Max McCormick,13678466,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
LW,Jacob Pritchard (13678518),Jacob Pritchard,13678518,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
LW,Matt Puempel (13678524),Matt Puempel,13678524,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
LW,Ryan Kuffner (13678526),Ryan Kuffner,13678526,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
RW,Saku Maenalanen (13678540),Saku Maenalanen,13678540,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
RW,Janne Kuokkanen (13678552),Janne Kuokkanen,13678552,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
RW,Michael Rasmussen (13678564),Michael Rasmussen,13678564,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
LW,Filip Zadina (13678574),Filip Zadina,13678574,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
RW,Evgeny Svechnikov (13678576),Evgeny Svechnikov,13678576,W/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,2.95
D,Trevor van Riemsdyk (13678790),Trevor van Riemsdyk,13678790,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,1.68
D,Madison Bowey (13678792),Madison Bowey,13678792,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,4.21
D,Trevor Daley (13678796),Trevor Daley,13678796,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,3.11
D,Haydn Fleury (13678822),Haydn Fleury,13678822,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,5.12
D,Jake Bean (13678850),Jake Bean,13678850,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
D,Roland McKeown (13678860),Roland McKeown,13678860,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
D,Dylan McIlrath (13678886),Dylan McIlrath,13678886,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
D,Brian Lashoff (13678888),Brian Lashoff,13678888,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
D,Oliwer Kaski (13678896),Oliwer Kaski,13678896,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
D,Jonathan Ericsson (13678908),Jonathan Ericsson,13678908,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,DET,0
D,Gustav Forsling (13678918),Gustav Forsling,13678918,D/UTIL,2500,DET@CAR 11/01/2019 07:30PM ET,CAR,0
C,Riley Nash (13678014),Riley Nash,13678014,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,4.68
C,Ivan Barbashev (13678018),Ivan Barbashev,13678018,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,3.28
C,Liam Foudy (13678048),Liam Foudy,13678048,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
C,Mike Vecchione (13678050),Mike Vecchione,13678050,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
C,Klim Kostin (13678052),Klim Kostin,13678052,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
C,Zac Dalpe (13678060),Zac Dalpe,13678060,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
C,Kevin Stenlund (13678108),Kevin Stenlund,13678108,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
C,Jordan Kyrou (13678134),Jordan Kyrou,13678134,C/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
LW,Jakob Lilja (13678388),Jakob Lilja,13678388,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,3.77
LW,MacKenzie MacEachern (13678390),MacKenzie MacEachern,13678390,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,1.65
RW,Markus Hannikainen (13678430),Markus Hannikainen,13678430,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
RW,Lukas Sedlak (13678480),Lukas Sedlak,13678480,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
LW,Marko Dano (13678502),Marko Dano,13678502,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
LW,Nathan Gerbe (13678520),Nathan Gerbe,13678520,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
LW,Jordan Nolan (13678530),Jordan Nolan,13678530,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
RW,Kole Sherwood (13678548),Kole Sherwood,13678548,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
RW,Nick Lappin (13678572),Nick Lappin,13678572,W/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
D,Carl Gunnarsson (13678786),Carl Gunnarsson,13678786,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,5.18
D,Dean Kukan (13678800),Dean Kukan,13678800,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,4.58
D,Vladislav Gavrikov (13678812),Vladislav Gavrikov,13678812,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,3.58
D,Adam Clendening (13678844),Adam Clendening,13678844,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
D,Derrick Pouliot (13678846),Derrick Pouliot,13678846,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
D,Gabriel Carlsson (13678874),Gabriel Carlsson,13678874,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,CLS,0
D,Jake Dotchin (13678880),Jake Dotchin,13678880,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
D,Mitch Reinke (13678900),Mitch Reinke,13678900,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
D,Petteri Lindbohm (13678902),Petteri Lindbohm,13678902,D/UTIL,2500,CLS@STL 11/01/2019 08:00PM ET,STL,0
C,Pierre-Edouard Bellemare (13677998),Pierre-Edouard Bellemare,13677998,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,6.22
C,Radek Faksa (13678000),Radek Faksa,13678000,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,4.67
C,Jayson Megna (13678024),Jayson Megna,13678024,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
C,Martin Hanzal (13678034),Martin Hanzal,13678034,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
C,Ty Dellandrea (13678100),Ty Dellandrea,13678100,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
C,Rhett Gardner (13678110),Rhett Gardner,13678110,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,1.9
C,Sheldon Dries (13678122),Sheldon Dries,13678122,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
C,Tanner Kero (13678128),Tanner Kero,13678128,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
C,Joel L'Esperance (13678138),Joel L'Esperance,13678138,C/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,4.27
RW,Denis Gurianov (13678376),Denis Gurianov,13678376,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,5.35
LW,Mattias Janmark (13678378),Mattias Janmark,13678378,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,4.44
LW,Andrew Cogliano (13678386),Andrew Cogliano,13678386,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,2.25
LW,Valeri Nichushkin (13678392),Valeri Nichushkin,13678392,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,3.18
RW,Vladislav Kamenev (13678396),Vladislav Kamenev,13678396,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,4.5
RW,Nick Caamano (13678404),Nick Caamano,13678404,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,3.7
RW,Justin Dowling (13678436),Justin Dowling,13678436,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,2.48
RW,Blake Comeau (13678448),Blake Comeau,13678448,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,1.5
LW,A.J. Greer (13678474),A.J. Greer,13678474,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
RW,Martin Kaut (13678476),Martin Kaut,13678476,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
RW,Nick Henry (13678478),Nick Henry,13678478,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
LW,Jason Robertson (13678482),Jason Robertson,13678482,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
LW,Michael Mersch (13678492),Michael Mersch,13678492,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
RW,Logan O'Connor (13678514),Logan O'Connor,13678514,W/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
D,Jamie Oleksiak (13678776),Jamie Oleksiak,13678776,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,3.63
D,Joel Hanley (13678806),Joel Hanley,13678806,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,2.53
D,Roman Polak (13678816),Roman Polak,13678816,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,2.6
D,Stephen Johns (13678836),Stephen Johns,13678836,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
D,Gavin Bayreuther (13678856),Gavin Bayreuther,13678856,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
D,Ben Gleason (13678872),Ben Gleason,13678872,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
D,Thomas Harley (13678876),Thomas Harley,13678876,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
D,Mark Alt (13678882),Mark Alt,13678882,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
D,Anton Lindholm (13678884),Anton Lindholm,13678884,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
D,Dillon Heatherington (13678890),Dillon Heatherington,13678890,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
D,Calle Rosen (13678910),Calle Rosen,13678910,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
D,Kevin Connauton (13678936),Kevin Connauton,13678936,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,COL,0
D,Julius Honka (13678940),Julius Honka,13678940,D/UTIL,2500,DAL@COL 11/01/2019 09:00PM ET,DAL,0
C,Jay Beagle (13678004),Jay Beagle,13678004,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,4.76
C,Adam Gaudette (13678032),Adam Gaudette,13678032,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,3.1
C,Ryan Kesler (13678036),Ryan Kesler,13678036,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,Chase De Leo (13678040),Chase De Leo,13678040,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,Antoine Morand (13678056),Antoine Morand,13678056,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,Sam Carrick (13678064),Sam Carrick,13678064,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,Justin Kloos (13678066),Justin Kloos,13678066,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,Isac Lundestrom (13678068),Isac Lundestrom,13678068,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,1.93
C,Zack MacEwen (13678102),Zack MacEwen,13678102,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
C,Tyler Graovac (13678104),Tyler Graovac,13678104,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
C,Andrew Poturalski (13678106),Andrew Poturalski,13678106,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,Reid Boucher (13678126),Reid Boucher,13678126,C/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
LW,Max Jones (13678372),Max Jones,13678372,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,3.16
LW,Nicolas Deslauriers (13678394),Nicolas Deslauriers,13678394,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,2.42
RW,Loui Eriksson (13678416),Loui Eriksson,13678416,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,1
LW,Devin Shore (13678438),Devin Shore,13678438,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,3.5
LW,Antoine Roussel (13678442),Antoine Roussel,13678442,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
RW,Tyler Motte (13678444),Tyler Motte,13678444,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,3.82
RW,Patrick Eaves (13678458),Patrick Eaves,13678458,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
LW,Brayden Tracey (13678472),Brayden Tracey,13678472,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
RW,Justin Bailey (13678516),Justin Bailey,13678516,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
RW,Nick Sorensen (13678556),Nick Sorensen,13678556,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
RW,Deven Sideroff (13678558),Deven Sideroff,13678558,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
RW,Kiefer Sherwood (13678560),Kiefer Sherwood,13678560,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
LW,Nikolay Goldobin (13678566),Nikolay Goldobin,13678566,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
LW,Sven Baertschi (13678580),Sven Baertschi,13678580,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
RW,Daniel Sprong (13678582),Daniel Sprong,13678582,W/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
D,Erik Gudbranson (13678778),Erik Gudbranson,13678778,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,2.67
D,Troy Stecher (13678784),Troy Stecher,13678784,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,3.92
D,Jacob Larsson (13678802),Jacob Larsson,13678802,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,3.49
D,Oscar Fantenberg (13678824),Oscar Fantenberg,13678824,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
D,Ashton Sautner (13678828),Ashton Sautner,13678828,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
D,Guillaume Brisebois (13678848),Guillaume Brisebois,13678848,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
D,Nikita Tryamkin (13678898),Nikita Tryamkin,13678898,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
D,Josh Teves (13678904),Josh Teves,13678904,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
D,Brogan Rafferty (13678916),Brogan Rafferty,13678916,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,VAN,0
D,Jani Hakanpaa (13678932),Jani Hakanpaa,13678932,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
D,Chris Wideman (13678934),Chris Wideman,13678934,D/UTIL,2500,VAN@ANH 11/01/2019 10:00PM ET,ANH,0
C,David Gustafsson (13678022),David Gustafsson,13678022,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0.68
C,Jonny Brodzinski (13678030),Jonny Brodzinski,13678030,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,3
C,Mark Letestu (13678038),Mark Letestu,13678038,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,2
C,Michael Spacek (13678080),Michael Spacek,13678080,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
C,Seth Griffith (13678082),Seth Griffith,13678082,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
C,Jonathan Dahlen (13678094),Jonathan Dahlen,13678094,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
C,Manuel Wiederer (13678096),Manuel Wiederer,13678096,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
C,Joel Kellman (13678098),Joel Kellman,13678098,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
C,Antti Suomela (13678130),Antti Suomela,13678130,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
C,Alexander True (13678132),Alexander True,13678132,C/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
RW,Gabriel Bourque (13678368),Gabriel Bourque,13678368,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,2.6
LW,Marcus Sorensen (13678380),Marcus Sorensen,13678380,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,3.81
D,Luca Sbisa (13678384),Luca Sbisa,13678384,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,1.5
LW,Logan Shaw (13678402),Logan Shaw,13678402,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,1.5
RW,Melker Karlsson (13678410),Melker Karlsson,13678410,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,3.32
LW,Barclay Goodrow (13678422),Barclay Goodrow,13678422,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,4.76
LW,Noah Gregor (13678424),Noah Gregor,13678424,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
RW,Mason Appleton (13678452),Mason Appleton,13678452,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,2.08
LW,Danil Yurtaykin (13678462),Danil Yurtaykin,13678462,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,1.4
LW,Lean Bergmann (13678490),Lean Bergmann,13678490,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,3.98
LW,Ivan Chekhovich (13678494),Ivan Chekhovich,13678494,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
LW,Joachim Blichfeld (13678496),Joachim Blichfeld,13678496,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
LW,Jayden Halbgewachs (13678498),Jayden Halbgewachs,13678498,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
RW,JC Lipon (13678504),JC Lipon,13678504,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
LW,C.J. Suess (13678506),C.J. Suess,13678506,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
LW,Joona Luoto (13678508),Joona Luoto,13678508,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
LW,Kristian Vesalainen (13678568),Kristian Vesalainen,13678568,W/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
D,Tucker Poolman (13678772),Tucker Poolman,13678772,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,3.76
D,Brenden Dillon (13678774),Brenden Dillon,13678774,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,3.65
D,Anthony Bitetto (13678788),Anthony Bitetto,13678788,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,4.21
D,Tim Heed (13678798),Tim Heed,13678798,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,1.62
D,Carl Dahlstrom (13678808),Carl Dahlstrom,13678808,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,2.22
D,Mario Ferraro (13678810),Mario Ferraro,13678810,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,2.54
D,Nathan Beaulieu (13678814),Nathan Beaulieu,13678814,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
D,Jacob Middleton (13678818),Jacob Middleton,13678818,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,1.3
D,Trevor Carrick (13678826),Trevor Carrick,13678826,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0.5
D,Radim Simek (13678838),Radim Simek,13678838,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
D,Dalton Prout (13678842),Dalton Prout,13678842,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,2.8
D,Ryan Merkley (13678852),Ryan Merkley,13678852,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,SJ,0
D,Nelson Nogier (13678914),Nelson Nogier,13678914,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
D,Cameron Schilling (13678920),Cameron Schilling,13678920,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,0
D,Sami Niku (13678928),Sami Niku,13678928,D/UTIL,2500,WPG@SJ 11/01/2019 10:30PM ET,WPG,8.4
C,Casey Cizikas (13678008),Casey Cizikas,13678008,C/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,3.63
C,Cedric Paquette (13678016),Cedric Paquette,13678016,C/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,4.6
C,Cory Conacher (13678028),Cory Conacher,13678028,C/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
C,Alex Barre-Boulet (13678054),Alex Barre-Boulet,13678054,C/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
C,Tanner Fritz (13678072),Tanner Fritz,13678072,C/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
C,Mason Jobst (13678118),Mason Jobst,13678118,C/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
LW,Ross Johnston (13678366),Ross Johnston,13678366,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,3.95
RW,Oliver Wahlstrom (13678370),Oliver Wahlstrom,13678370,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,2.88
RW,Luke Witkowski (13678400),Luke Witkowski,13678400,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,3.4
LW,Otto Koivula (13678426),Otto Koivula,13678426,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
LW,Carter Verhaeghe (13678440),Carter Verhaeghe,13678440,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,2.3
RW,Tom Kuhnhackl (13678446),Tom Kuhnhackl,13678446,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,3.58
LW,Pat Maroon (13678454),Pat Maroon,13678454,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,3.96
LW,Matt Martin (13678456),Matt Martin,13678456,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,4.64
RW,Andrew Ladd (13678460),Andrew Ladd,13678460,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
RW,Taylor Raddysh (13678468),Taylor Raddysh,13678468,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
LW,Dennis Yan (13678470),Dennis Yan,13678470,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
RW,Simon Holmstrom (13678484),Simon Holmstrom,13678484,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
LW,Kieffer Bellows (13678486),Kieffer Bellows,13678486,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
RW,Travis St. Denis (13678488),Travis St. Denis,13678488,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
RW,Joshua Ho-Sang (13678536),Joshua Ho-Sang,13678536,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
LW,Danick Martel (13678542),Danick Martel,13678542,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
LW,Nolan Foote (13678562),Nolan Foote,13678562,W/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
D,Braydon Coburn (13678794),Braydon Coburn,13678794,D/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,4.06
D,Noah Dobson (13678820),Noah Dobson,13678820,D/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,3.6
D,Cameron Gaunce (13678858),Cameron Gaunce,13678858,D/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
D,Daniel Walcott (13678894),Daniel Walcott,13678894,D/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
D,Callan Foote (13678906),Callan Foote,13678906,D/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,TB,0
D,Thomas Hickey (13678926),Thomas Hickey,13678926,D/UTIL,2500,TB@NYI 11/01/2019 07:00PM ET,NYI,0
